geometry_id,geometry_family,geometry_label,method,load_case,load_type,point_load_N,distributed_load_Nmm,max_von_mises_MPa,tip_deflection_mm,safety_factor,material_efficiency_index,stress_uniformity_MPa,mass_g,moment_of_inertia_mm4,area_mm2
IB-0.5,I-beam,bf/h=0.5,analytical,TRI100,tri,0.0,100.0,2536.753524147029,41.672747960444454,0.09855115903862251,0.0004925319170489994,732.7813814900496,785.356818181818,24996.351756198346,200.09090909090907
IB-0.5,I-beam,bf/h=0.5,analytical,C500+50,combined,500.0,50.0,3936.129999354307,82.30367722187779,0.06351416239834828,0.0003174265272066475,1190.4552870221148,785.356818181818,24996.351756198346,200.09090909090907
IB-0.5,I-beam,bf/h=0.5,analytical,C1000+50,combined,1000.0,50.0,4086.9262779647997,86.47095201792224,0.061170665433313016,0.0003057143660910692,1233.5348413510217,785.356818181818,24996.351756198346,200.09090909090907
IB-0.5,I-beam,bf/h=0.5,analytical,C1000+100,combined,1000.0,100.0,7872.259998708614,164.60735444375558,0.03175708119917414,0.00015871326360332376,2380.9105740442296,785.356818181818,24996.351756198346,200.09090909090907
IB-0.7,I-beam,bf/h=0.7,analytical,P100,point,100.0,0.0,31.806415254373135,0.9910591597899552,7.860049552916119,0.039279205333152135,9.357134124132461,785.4205357142854,21021.281249999993,200.10714285714278
IB-0.7,I-beam,bf/h=0.7,analytical,P500,point,500.0,0.0,159.0320762718657,4.955295798949776,1.5720099105832237,0.007855841066630427,46.7856706206623,785.4205357142854,21021.281249999993,200.10714285714278
IB-0.7,I-beam,bf/h=0.7,analytical,P1000,point,1000.0,0.0,318.0641525437314,9.910591597899552,0.7860049552916119,0.003927920533315214,93.5713412413246,785.4205357142854,21021.281249999993,200.10714285714278
IB-0.7,I-beam,bf/h=0.7,analytical,P5000,point,5000.0,0.0,1590.3207627186566,49.55295798949776,0.1572009910583224,0.0007855841066630427,467.85670620662313,785.4205357142854,21021.281249999993,200.10714285714278
IB-0.7,I-beam,bf/h=0.7,analytical,UDL10,udl,0.0,10.0,796.7939698378863,18.58235924606166,0.3137573945882954,0.0015679470013336202,241.8929270257406,785.4205357142854,21021.281249999993,200.10714285714278
IB-0.7,I-beam,bf/h=0.7,analytical,UDL50,udl,0.0,50.0,3983.9698491894314,92.91179623030831,0.06275147891765907,0.00031358940026672403,1209.4646351287029,785.4205357142854,21021.281249999993,200.10714285714278
IB-0.7,I-beam,bf/h=0.7,analytical,UDL100,udl,0.0,100.0,7967.939698378863,185.82359246061662,0.03137573945882954,0.00015679470013336202,2418.9292702574057,785.4205357142854,21021.281249999993,200.10714285714278
IB-0.7,I-beam,bf/h=0.7,analytical,TRI10,tri,0.0,10.0,266.50306665893044,4.955295798949776,0.938075509352202,0.004687866189873579,77.23678639946607,785.4205357142854,21021.281249999993,200.10714285714278
IB-0.7,I-beam,bf/h=0.7,analytical,TRI50,tri,0.0,50.0,1332.515333294652,24.77647899474888,0.18761510187044042,0.000937573237974716,386.1839319973303,785.4205357142854,21021.281249999993,200.10714285714278
IB-0.7,I-beam,bf/h=0.7,analytical,TRI100,tri,0.0,100.0,2665.030666589304,49.55295798949776,0.09380755093522021,0.000468786618987358,772.3678639946606,785.4205357142854,21021.281249999993,200.10714285714278
IB-0.7,I-beam,bf/h=0.7,analytical,C500+50,combined,500.0,50.0,4142.897628097009,97.86709202925807,0.06034423788425458,0.00030155963961433677,1254.7663333759344,785.4205357142854,21021.281249999993,200.10714285714278
IB-0.7,I-beam,bf/h=0.7,analytical,C1000+50,combined,1000.0,50.0,4301.833115905344,102.82238782820787,0.058114760211330545,0.00029041821986743814,1300.1731411897483,785.4205357142854,21021.281249999993,200.10714285714278
IB-0.7,I-beam,bf/h=0.7,analytical,C1000+100,combined,1000.0,100.0,8285.795256194018,195.73418405851615,0.03017211894212729,0.00015077981980716839,2509.532666751869,785.4205357142854,21021.281249999993,200.10714285714278
IB-1.0,I-beam,bf/h=1.0,analytical,P100,point,100.0,0.0,34.53007328093891,1.2371123504609267,7.240065723752853,0.03617832828399696,10.16086242254623,785.477364864865,16840.292092768446,200.12162162162167
IB-1.0,I-beam,bf/h=1.0,analytical,P500,point,500.0,0.0,172.6503664046945,6.1855617523046345,1.4480131447505709,0.007235665656799393,50.80431211273116,785.477364864865,16840.292092768446,200.12162162162167
IB-1.0,I-beam,bf/h=1.0,analytical,P1000,point,1000.0,0.0,345.300732809389,12.371123504609269,0.7240065723752854,0.0036178328283996966,101.60862422546232,785.477364864865,16840.292092768446,200.12162162162167
IB-1.0,I-beam,bf/h=1.0,analytical,P5000,point,5000.0,0.0,1726.503664046945,61.85561752304634,0.1448013144750571,0.0007235665656799393,508.0431211273115,785.477364864865,16840.292092768446,200.12162162162167
IB-1.0,I-beam,bf/h=1.0,analytical,UDL10,udl,0.0,10.0,864.4012944291416,23.195856571142375,0.2892175215506847,0.0014452087645857696,262.67024923332946,785.477364864865,16840.292092768446,200.12162162162167
IB-1.0,I-beam,bf/h=1.0,analytical,UDL50,udl,0.0,50.0,4322.006472145708,115.97928285571189,0.057843504310136934,0.0002890417529171539,1313.3512461666471,785.477364864865,16840.292092768446,200.12162162162167
IB-1.0,I-beam,bf/h=1.0,analytical,UDL100,udl,0.0,100.0,8644.012944291417,231.95856571142377,0.028921752155068467,0.00014452087645857694,2626.7024923332942,785.477364864865,16840.292092768446,200.12162162162167
IB-1.0,I-beam,bf/h=1.0,analytical,TRI10,tri,0.0,10.0,288.77122529183555,6.1855617523046345,0.8657372276179772,0.004326055428707563,83.87101757369818,785.477364864865,16840.292092768446,200.12162162162167
IB-1.0,I-beam,bf/h=1.0,analytical,TRI50,tri,0.0,50.0,1443.8561264591776,30.927808761523174,0.17314744552359546,0.0008652110857415126,419.3550878684909,785.477364864865,16840.292092768446,200.12162162162167
IB-1.0,I-beam,bf/h=1.0,analytical,TRI100,tri,0.0,100.0,2887.7122529183553,61.85561752304635,0.08657372276179773,0.0004326055428707563,838.7101757369818,785.477364864865,16840.292092768446,200.12162162162167
IB-1.0,I-beam,bf/h=1.0,analytical,C500+50,combined,500.0,50.0,4494.583346668754,122.16484460801651,0.05562250841010486,0.00027794352234099257,1362.544120533028,785.477364864865,16840.292092768446,200.12162162162167
